time,pos1,pos2,vel1,vel2,tau1,tau2
0.000000000000000000e+00,1.707963267948966468e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.357345571900355985e-01
4.499999999999999660e-03,1.707963267948966468e-01,0.000000000000000000e+00,-2.381834950320997450e-03,-3.275700056396884004e-03,0.000000000000000000e+00,-5.344366429730941226e-01
8.999999999999999320e-03,1.707856085376202038e-01,-1.474065025378597630e-05,-4.781277361683834368e-03,-6.516162520159387607e-03,0.000000000000000000e+00,-5.332059108888417276e-01
1.349999999999999811e-02,1.707640927894926164e-01,-4.406338159450321694e-05,-7.197645048676631213e-03,-9.721977922295236413e-03,0.000000000000000000e+00,-5.320409576027496090e-01
1.799999999999999864e-02,1.707317033867735701e-01,-8.781228224483177353e-05,-9.630261592125370640e-03,-1.289372452221605042e-02,0.000000000000000000e+00,-5.309404156415898912e-01
2.249999999999999917e-02,1.706883672096090043e-01,-1.458340425948039996e-04,-1.207845623710368001e-02,-1.603196860809020033e-02,0.000000000000000000e+00,-5.299029527006452467e-01
2.699999999999999969e-02,1.706340141565420299e-01,-2.179779013312098943e-04,-1.454156379377592387e-02,-1.913726479091844637e-02,0.000000000000000000e+00,-5.289272709641804626e-01
3.150000000000000022e-02,1.705685771194700440e-01,-3.040955928903428811e-04,-1.701892454102106947e-02,-2.221015629245312595e-02,0.000000000000000000e+00,-5.280121064387567342e-01
3.599999999999999728e-02,1.704919919590354438e-01,-4.040412962063819622e-04,-1.950988413278587075e-02,-2.525117522707896398e-02,0.000000000000000000e+00,-5.271562282989976644e-01
4.049999999999999434e-02,1.704041974804379189e-01,-5.176715847282373304e-04,-2.201379350711762592e-02,-2.826084287776973666e-02,0.000000000000000000e+00,-5.263584382454054023e-01
4.499999999999999140e-02,1.703051354096558889e-01,-6.448453776782011150e-04,-2.453000879782755994e-02,-3.123966996623252224e-02,0.000000000000000000e+00,-5.256175698739031787e-01
4.949999999999998845e-02,1.701947503700656783e-01,-7.854238925262475076e-04,-2.705789124873738544e-02,-3.418815691734852086e-02,0.000000000000000000e+00,-5.249324880567158846e-01
5.399999999999998551e-02,1.700729898594463552e-01,-9.392705986543158688e-04,-2.959680713046254283e-02,-3.710679411801630356e-02,0.000000000000000000e+00,-5.243020883343089134e-01
