time,pos1,pos2,vel1,vel2,tau1,tau2
5.849999999999998257e-02,1.699398042273592702e-01,-1.106251172185389146e-03,-3.214612765968677399e-02,-3.999606217050107743e-02,0.000000000000000000e+00,-5.237252963180403231e-01
6.299999999999998657e-02,1.697951466528906661e-01,-1.286233451952644054e-03,-3.470522892088366562e-02,-4.285643214039099036e-02,0.000000000000000000e+00,-5.232010671032480964e-01
6.749999999999999056e-02,1.696389731227467002e-01,-1.479087396584403578e-03,-3.727349179044182198e-02,-4.568836579925907720e-02,0.000000000000000000e+00,-5.227283846924991595e-01
7.199999999999999456e-02,1.694712424096897208e-01,-1.684685042681069401e-03,-3.985030186315109690e-02,-4.849231586212726652e-02,0.000000000000000000e+00,-5.223062614287170558e-01
7.649999999999999856e-02,1.692919160513055299e-01,-1.902900464060642031e-03,-4.243504938100849805e-02,-5.126872621982656031e-02,0.000000000000000000e+00,-5.219337374379452443e-01
8.100000000000000255e-02,1.691009583290910001e-01,-2.133609732049861554e-03,-4.502712916430282736e-02,-5.401803216634550042e-02,0.000000000000000000e+00,-5.216098800815192060e-01
8.550000000000000655e-02,1.688983362478516381e-01,-2.376690876798416303e-03,-4.762594054493834300e-02,-5.674066062125705801e-02,0.000000000000000000e+00,-5.213337834173884522e-01
9.000000000000001055e-02,1.686840195153994082e-01,-2.632023849594072873e-03,-5.023088730195802293e-02,-5.943703034731214613e-02,0.000000000000000000e+00,-5.211045676704116891e-01
9.450000000000001454e-02,1.684579805225406013e-01,-2.899490486156977749e-03,-5.284137759922821059e-02,-6.210755216328602002e-02,0.000000000000000000e+00,-5.209213787113794458e-01
9.900000000000001854e-02,1.682201943233440633e-01,-3.178974470891765026e-03,-5.545682392524673571e-02,-6.475262915216233039e-02,0.000000000000000000e+00,-5.207833875446064020e-01
1.035000000000000225e-01,1.679706386156804565e-01,-3.470361302076495694e-03,-5.807664303503749098e-02,-6.737265686473754844e-02,0.000000000000000000e+00,-5.206897898038793659e-01
1.080000000000000265e-01,1.677092937220227842e-01,-3.773538257967814537e-03,-6.070025589409494549e-02,-6.996802351872723202e-02,0.000000000000000000e+00,-5.206398052566052481e-01
1.125000000000000305e-01,1.674361425704993522e-01,-4.088394363802086949e-03,-6.332708762434273442e-02,-7.253911019345378464e-02,0.000000000000000000e+00,-5.206326773159789534e-01
1.170000000000000345e-01,1.671511706761898142e-01,-4.414820359672629209e-03,-6.595656745207105487e-02,-7.508629102019394319e-02,0.000000000000000000e+00,-5.206676725610269729e-01
1.215000000000000385e-01,1.668543661226555008e-01,-4.752708669263501842e-03,-6.858812865781793722e-02,-7.760993336826298161e-02,0.000000000000000000e+00,-5.207440802643579225e-01
1.260000000000000286e-01,1.665457195436953197e-01,-5.101953369420685232e-03,-7.122120852816032910e-02,-8.011039802691094502e-02,0.000000000000000000e+00,-5.208612119275014551e-01
1.305000000000000326e-01,1.662252241053185919e-01,-5.462450160541784498e-03,-7.385524830938110241e-02,-8.258803938310507742e-02,0.000000000000000000e+00,-5.210184008236754538e-01
1.350000000000000366e-01,1.658928754879263889e-01,-5.834096337765757624e-03,-7.648969316297865584e-02,-8.504320559527141221e-02,0.000000000000000000e+00,-5.212150015478794751e-01
1.395000000000000406e-01,1.655486718686929870e-01,-6.216790762944479111e-03,-7.912399212298627804e-02,-8.747623876306712121e-02,0.000000000000000000e+00,-5.214503895741674500e-01
1.440000000000000446e-01,1.651926139041395569e-01,-6.610433837378281059e-03,-8.175759805506881139e-02,-8.988747509325409335e-02,0.000000000000000000e+00,-5.217239608200094914e-01
1.485000000000000486e-01,1.648247047128917342e-01,-7.014927475297924077e-03,-8.438996761736448915e-02,-9.227724506174325714e-02,0.000000000000000000e+00,-5.220351312176144676e-01
1.530000000000000526e-01,1.644449498586136038e-01,-7.430175078075768741e-03,-8.702056122304042962e-02,-9.464587357187767558e-02,0.000000000000000000e+00,-5.223833362921216361e-01
1.575000000000000566e-01,1.640533573331099115e-01,-7.856081509149218448e-03,-8.964884300453017374e-02,-9.699368010902199855e-02,0.000000000000000000e+00,-5.227680307465603082e-01
1.620000000000000606e-01,1.636499375395895350e-01,-8.292553069639817601e-03,-9.227428077942258222e-02,-9.932097889152420589e-02,0.000000000000000000e+00,-5.231886880534841744e-01
1.665000000000000646e-01,1.632347032760821381e-01,-8.739497474651676187e-03,-9.489634601797124203e-02,-1.016280790181151306e-01,0.000000000000000000e+00,-5.236448000531972458e-01
1.710000000000000686e-01,1.628076697190012634e-01,-9.196823830233194497e-03,-9.751451381219400361e-02,-1.039152846118099327e-01,0.000000000000000000e+00,-5.241358765584779311e-01
1.755000000000000726e-01,1.623688544068463968e-01,-9.664442610986338431e-03,-1.001282628465327146e-01,-1.061828949603751543e-01,0.000000000000000000e+00,-5.246614449657373003e-01
1.800000000000000766e-01,1.619182772240370105e-01,-1.014226563830802723e-02,-1.027370753700432848e-01,-1.084312046534237489e-01,0.000000000000000000e+00,-5.252210498725286003e-01
1.845000000000000806e-01,1.614559603848718106e-01,-1.063020605924843397e-02,-1.053404371700863984e-01,-1.106605037162000094e-01,0.000000000000000000e+00,-5.258142527013365264e-01
1.890000000000000846e-01,1.609819284176064180e-01,-1.112817832597133398e-02,-1.079378375474899510e-01,-1.128710777401150389e-01,0.000000000000000000e+00,-5.264406313295821871e-01
1.935000000000000886e-01,1.604962081486427106e-01,-1.163609817580185148e-02,-1.105287692931537225e-01,-1.150632080100932597e-01,0.000000000000000000e+00,-5.270997797257874762e-01
1.980000000000000926e-01,1.599988286868235243e-01,-1.215388261184727030e-02,-1.131127286660677661e-01,-1.172371716287889942e-01,0.000000000000000000e+00,-5.277913075918232444e-01
2.025000000000000966e-01,1.594898214078262211e-01,-1.268144988417682119e-02,-1.156892153727157729e-01,-1.193932416377320865e-01,0.000000000000000000e+00,-5.285148400112005262e-01
2.070000000000001006e-01,1.589692199386489868e-01,-1.321871947154661629e-02,-1.182577325478350039e-01,-1.215316871354601841e-01,0.000000000000000000e+00,-5.292700171033447587e-01
2.115000000000001046e-01,1.584370601421837277e-01,-1.376561206365618795e-02,-1.208177867365046176e-01,-1.236527733926951200e-01,0.000000000000000000e+00,-5.300564936837982577e-01
2.160000000000001086e-01,1.578933801018694572e-01,-1.432204954392331600e-02,-1.233688878775341946e-01,-1.257567619646199897e-01,0.000000000000000000e+00,-5.308739389303119838e-01
2.205000000000001126e-01,1.573382201064205399e-01,-1.488795497276410550e-02,-1.259105492881247845e-01,-1.278439108003126268e-01,0.000000000000000000e+00,-5.317220360547729729e-01
2.250000000000001166e-01,1.567716226346239916e-01,-1.546325257136551244e-02,-1.284422876497746668e-01,-1.299144743493910181e-01,0.000000000000000000e+00,-5.326004819809306845e-01
2.295000000000001206e-01,1.561936323402000060e-01,-1.604786770593777043e-02,-1.309636229954021513e-01,-1.319687036659251689e-01,0.000000000000000000e+00,-5.335089870278744151e-01
2.340000000000001246e-01,1.556042960367206851e-01,-1.664172687243443277e-02,-1.334740786976582883e-01,-1.340068465096695416e-01,0.000000000000000000e+00,-5.344472745992249196e-01
2.385000000000001286e-01,1.550036626825812280e-01,-1.724475768172794438e-02,-1.359731814584019538e-01,-1.360291474446694571e-01,0.000000000000000000e+00,-5.354150808780128168e-01
2.430000000000001326e-01,1.543917833660184147e-01,-1.785688884522895759e-02,-1.384604612993102779e-01,-1.380358479352945256e-01,0.000000000000000000e+00,-5.364121545271895997e-01
2.475000000000001366e-01,1.537687112901715281e-01,-1.847805016093778327e-02,-1.409354515535974905e-01,-1.400271864397513999e-01,0.000000000000000000e+00,-5.374382563957555980e-01
2.520000000000001128e-01,1.531345017581803303e-01,-1.910817249991666328e-02,-1.433976888588152088e-01,-1.420033985011275313e-01,0.000000000000000000e+00,-5.384931592304603720e-01
2.565000000000001168e-01,1.524892121583156512e-01,-1.974718779317173600e-02,-1.458467131507073800e-01,-1.439647168360173590e-01,0.000000000000000000e+00,-5.395766473930553309e-01
2.610000000000001208e-01,1.518329019491374554e-01,-2.039502901893381487e-02,-1.482820676580933195e-01,-1.459113714207816437e-01,0.000000000000000000e+00,-5.406885165830521700e-01
2.655000000000001248e-01,1.511656326446760290e-01,-2.105163019032733202e-02,-1.507032988987522526e-01,-1.478435895754901253e-01,0.000000000000000000e+00,-5.418285735659856828e-01
2.700000000000001288e-01,1.504874677996316523e-01,-2.171692634341703884e-02,-1.531099566762829656e-01,-1.497615960455973005e-01,0.000000000000000000e+00,-5.429966359071222159e-01
2.745000000000001328e-01,1.497984729945883720e-01,-2.239085352562222506e-02,-1.555015940779121975e-01,-1.516656130814005021e-01,0.000000000000000000e+00,-5.441925317106177662e-01
2.790000000000001368e-01,1.490987158212377650e-01,-2.307334878448852669e-02,-1.578777674732255443e-01,-1.535558605153290734e-01,0.000000000000000000e+00,-5.454160993640728705e-01
2.835000000000001408e-01,1.483882658676082544e-01,-2.376435015680750801e-02,-1.602380365137947293e-01,-1.554325558371128513e-01,0.000000000000000000e+00,-5.466671872884850680e-01
2.880000000000001448e-01,1.476671947032961729e-01,-2.446379665807451448e-02,-1.625819641336752608e-01,-1.572959142668778898e-01,0.000000000000000000e+00,-5.479456536935519706e-01
2.925000000000001488e-01,1.469355758646946342e-01,-2.517162827227546404e-02,-1.649091165507484968e-01,-1.591461488262165269e-01,0.000000000000000000e+00,-5.492513663383221667e-01
2.970000000000001528e-01,1.461934848402162701e-01,-2.588778594199343808e-02,-1.672190632688822787e-01,-1.609834704072788947e-01,0.000000000000000000e+00,-5.505842022971589866e-01
3.015000000000001568e-01,1.454409990555063092e-01,-2.661221155882619385e-02,-1.695113770808842346e-01,-1.628080878399321141e-01,0.000000000000000000e+00,-5.519440477309961457e-01
3.060000000000001608e-01,1.446781978586423323e-01,-2.734484795410589003e-02,-1.717856340722223318e-01,-1.646202079570334154e-01,0.000000000000000000e+00,-5.533307976638675019e-01
3.105000000000001648e-01,1.439051625053173189e-01,-2.808563888991253907e-02,-1.740414136254868349e-01,-1.664200356578622031e-01,0.000000000000000000e+00,-5.547443557646903889e-01
3.150000000000001688e-01,1.431219761440026272e-01,-2.883452905037291875e-02,-1.762782984255683583e-01,-1.682077739697567242e-01,0.000000000000000000e+00,-5.561846341342734368e-01
3.195000000000001728e-01,1.423287238010875755e-01,-2.959146403323682437e-02,-1.784958744655265050e-01,-1.699836241079995258e-01,0.000000000000000000e+00,-5.576515530975387769e-01
3.240000000000001767e-01,1.415254923659927111e-01,-3.035639034172282064e-02,-1.806937310531238072e-01,-1.717477855339962223e-01,0.000000000000000000e+00,-5.591450410009313199e-01
3.285000000000001807e-01,1.407123705762536592e-01,-3.112925537662580497e-02,-1.828714608179996537e-01,-1.735004560117911487e-01,0.000000000000000000e+00,-5.606650340149939016e-01
3.330000000000001847e-01,1.398894490025726633e-01,-3.191000742867886736e-02,-1.850286597194592264e-01,-1.752418316629633377e-01,0.000000000000000000e+00,-5.622114759420899777e-01
3.375000000000001887e-01,1.390568200338350990e-01,-3.269859567116219917e-02,-1.871649270548522703e-01,-1.769721070199456181e-01,0.000000000000000000e+00,-5.637843180292588796e-01
3.420000000000001927e-01,1.382145778620882670e-01,-3.349497015275195583e-02,-1.892798654685166893e-01,-1.786914750778095529e-01,0.000000000000000000e+00,-5.653835187861678824e-01
3.465000000000001967e-01,1.373628184674799413e-01,-3.429908179060209977e-02,-1.913730809612622930e-01,-1.804001273445580977e-01,0.000000000000000000e+00,-5.670090438081585305e-01
3.510000000000002007e-01,1.365016396031542567e-01,-3.511088236365261100e-02,-1.934441829003697988e-01,-1.820982538899675873e-01,0.000000000000000000e+00,-5.686608656043508070e-01
3.555000000000002047e-01,1.356311407801026048e-01,-3.593032450615746276e-02,-1.954927840300803576e-01,-1.837860433930204873e-01,0.000000000000000000e+00,-5.703389634307928224e-01
3.600000000000002087e-01,1.347514232519672339e-01,-3.675736170142605841e-02,-1.975185004825512347e-01,-1.854636831879694359e-01,0.000000000000000000e+00,-5.720433231286368159e-01
3.645000000000002127e-01,1.338625899997957502e-01,-3.759194827577191922e-02,-1.995209517892529427e-01,-1.871313593090731808e-01,0.000000000000000000e+00,-5.737739369673084955e-01
3.690000000000002167e-01,1.329647457167441038e-01,-3.843403939266274577e-02,-2.014997608927836803e-01,-1.887892565340442419e-01,0.000000000000000000e+00,-5.755308034926576166e-01
3.735000000000002207e-01,1.320579967927265896e-01,-3.928359104706594801e-02,-2.034545541590768170e-01,-1.904375584262478771e-01,0.000000000000000000e+00,-5.773139273800713678e-01
3.780000000000002247e-01,1.311424512990107538e-01,-4.014056005998406507e-02,-2.053849613899769444e-01,-1.920764473756914892e-01,0.000000000000000000e+00,-5.791233192925084872e-01
3.825000000000002287e-01,1.302182189727558448e-01,-4.100490407317467639e-02,-2.072906158361610685e-01,-1.937061046388429686e-01,0.000000000000000000e+00,-5.809589957434532215e-01
3.870000000000002327e-01,1.292854112014931167e-01,-4.187658154404946820e-02,-2.091711542103804333e-01,-1.953267103773166369e-01,0.000000000000000000e+00,-5.828209789647564865e-01
3.915000000000002367e-01,1.283441410075464029e-01,-4.275555174074738979e-02,-2.110262167009996637e-01,-1.969384436954641771e-01,0.000000000000000000e+00,-5.847092967793334761e-01
3.960000000000002407e-01,1.273945230323919042e-01,-4.364177473737698015e-02,-2.128554469858093545e-01,-1.985414826769083541e-01,0.000000000000000000e+00,-5.866239824787080614e-01
4.005000000000002447e-01,1.264366735209557502e-01,-4.453521140942306999e-02,-2.146584922460885170e-01,-2.001360044200563015e-01,0.000000000000000000e+00,-5.885650747053625675e-01
4.050000000000002487e-01,1.254707103058483597e-01,-4.543582342931332119e-02,-2.164350031808937314e-01,-2.017221850726289567e-01,0.000000000000000000e+00,-5.905326173398828260e-01
4.095000000000002527e-01,1.244967527915343403e-01,-4.634357326214014888e-02,-2.181846340215514990e-01,-2.033001998652429754e-01,0.000000000000000000e+00,-5.925266593928636416e-01
4.140000000000002567e-01,1.235149219384373553e-01,-4.725842416153374498e-02,-2.199070425463309775e-01,-2.048702231440805432e-01,0.000000000000000000e+00,-5.945472549015448083e-01
4.185000000000002607e-01,1.225253402469788644e-01,-4.818034016568210898e-02,-2.216018900952738124e-01,-2.064324284026826661e-01,0.000000000000000000e+00,-5.965944628311622422e-01
4.230000000000002647e-01,1.215281317415501383e-01,-4.910928609349417967e-02,-2.232688415851585562e-01,-2.079869883129006336e-01,0.000000000000000000e+00,-5.986683469809795932e-01
4.275000000000002687e-01,1.205234219544169261e-01,-5.004522754090223041e-02,-2.249075655245768024e-01,-2.095340747550400728e-01,0.000000000000000000e+00,-6.007689758949632530e-01
4.320000000000002727e-01,1.195113379095563283e-01,-5.098813087729991284e-02,-2.265177340290986940e-01,-2.110738588472317045e-01,0.000000000000000000e+00,-6.028964227770963191e-01
4.365000000000002767e-01,1.184920081064253783e-01,-5.193796324211245874e-02,-2.280990228365055161e-01,-2.126065109740622183e-01,0.000000000000000000e+00,-6.050507654112706746e-01
4.410000000000002807e-01,1.174655625036611084e-01,-5.289469254149573724e-02,-2.296511113220669476e-01,-2.141322008144984634e-01,0.000000000000000000e+00,-6.072320860857526315e-01
4.455000000000002847e-01,1.164321325027118104e-01,-5.385828744516098221e-02,-2.311736825138414053e-01,-2.156510973691377064e-01,0.000000000000000000e+00,-6.094404715221797275e-01
4.500000000000002887e-01,1.153918509313995311e-01,-5.482871738332210226e-02,-2.326664231079774714e-01,-2.171633689868160411e-01,0.000000000000000000e+00,-6.116760128090557025e-01
4.545000000000002927e-01,1.143448520274136376e-01,-5.580595254376277681e-02,-2.341290234839946416e-01,-2.186691833906067584e-01,0.000000000000000000e+00,-6.139388053397181189e-01
4.590000000000002967e-01,1.132912714217356592e-01,-5.678996386902050719e-02,-2.355611777200223578e-01,-2.201687077032403739e-01,0.000000000000000000e+00,-6.162289487547428779e-01
4.635000000000003006e-01,1.122312461219955593e-01,-5.778072305368509021e-02,-2.369625836079758685e-01,-2.216621084719767043e-01,0.000000000000000000e+00,-6.185465468887476614e-01
4.680000000000003046e-01,1.111649144957596730e-01,-5.877820254180898818e-02,-2.383329426686479069e-01,-2.231495516929598577e-01,0.000000000000000000e+00,-6.208917077215705405e-01
4.725000000000003086e-01,1.100924162537507550e-01,-5.978237552442730585e-02,-2.396719601666955080e-01,-2.246312028350860579e-01,0.000000000000000000e+00,-6.232645433337756780e-01
4.770000000000003126e-01,1.090138924330006226e-01,-6.079321593718519517e-02,-2.409793451255012042e-01,-2.261072268634137239e-01,0.000000000000000000e+00,-6.256651698664676964e-01
4.815000000000003166e-01,1.079294853799358661e-01,-6.181069845807055790e-02,-2.422548103418884491e-01,-2.275777882621453085e-01,0.000000000000000000e+00,-6.280937074853603086e-01
4.860000000000003206e-01,1.068393387333973626e-01,-6.283479850525021393e-02,-2.434980724006709230e-01,-2.290430510572090128e-01,0.000000000000000000e+00,-6.305502803490737884e-01
4.905000000000003246e-01,1.057435974075943419e-01,-6.386549223500764816e-02,-2.447088516890159604e-01,-2.305031788384692137e-01,0.000000000000000000e+00,-6.330350165816281960e-01
4.950000000000003286e-01,1.046424075749937677e-01,-6.490275653978075376e-02,-2.458868724106022252e-01,-2.319583347815928620e-01,0.000000000000000000e+00,-6.355480482490750704e-01
4.995000000000003326e-01,1.035359166491460620e-01,-6.594656904629792038e-02,-2.470318625995524264e-01,-2.334086816695994659e-01,0.000000000000000000e+00,-6.380895113402589303e-01
5.040000000000003366e-01,1.024242732674480738e-01,-6.699690811381112110e-02,-2.481435541341216466e-01,-2.348543819141214739e-01,0.000000000000000000e+00,-6.406595457516358616e-01
5.085000000000002851e-01,1.013076272738445277e-01,-6.805375283242466600e-02,-2.492216827501225473e-01,-2.362955975764013117e-01,0.000000000000000000e+00,-6.432582952761372042e-01
5.130000000000002336e-01,1.001861297014689789e-01,-6.911708302151847727e-02,-2.502659880540686332e-01,-2.377324903880512486e-01,0.000000000000000000e+00,-6.458859075960240448e-01
5.175000000000001821e-01,9.905993275522567698e-02,-7.018687922826470638e-02,-2.512762135360170346e-01,-2.391652217716012940e-01,0.000000000000000000e+00,-6.485425342796938830e-01
5.220000000000001306e-01,9.792918979431360083e-02,-7.126312272623691602e-02,-2.522521065820930719e-01,-2.405939528608605493e-01,0.000000000000000000e+00,-6.512283307823986123e-01
5.265000000000000790e-01,9.679405531469417734e-02,-7.234579551411078613e-02,-2.531934184866780901e-01,-2.420188445211160222e-01,0.000000000000000000e+00,-6.539434564508358472e-01
5.310000000000000275e-01,9.565468493150412754e-02,-7.343488031445580266e-02,-2.540999044642435201e-01,-2.434400573691936076e-01,0.000000000000000000e+00,-6.566880745315621937e-01
5.354999999999999760e-01,9.451123536141503578e-02,-7.453036057261717973e-02,-2.549713236608134315e-01,-2.448577517934044656e-01,0.000000000000000000e+00,-6.594623521831939339e-01
5.399999999999999245e-01,9.336386440494137684e-02,-7.563222045568750163e-02,-2.558074391650386192e-01,-2.462720879734001389e-01,0.000000000000000000e+00,-6.622664604923473863e-01
5.444999999999998730e-01,9.221273092869870791e-02,-7.674044485156780726e-02,-2.566080180188658466e-01,-2.476832258999590308e-01,0.000000000000000000e+00,-6.651005744932761976e-01
5.489999999999998215e-01,9.105799484761381568e-02,-7.785501936811761725e-02,-2.573728312277849262e-01,-2.490913253947267259e-01,0.000000000000000000e+00,-6.679648731911576043e-01
5.534999999999997700e-01,8.989981710708878915e-02,-7.897593033239388993e-02,-2.581016537706385949e-01,-2.504965461299316076e-01,0.000000000000000000e+00,-6.708595395889929147e-01
5.579999999999997184e-01,8.873835966512091944e-02,-8.010316478997858702e-02,-2.587942646089780863e-01,-2.518990476480974516e-01,0.000000000000000000e+00,-6.737847607180575960e-01
5.624999999999996669e-01,8.757378547438052219e-02,-8.123671050439502939e-02,-2.594504466959500211e-01,-2.532989893817735316e-01,0.000000000000000000e+00,-6.767407276718807596e-01
5.669999999999996154e-01,8.640625846424875023e-02,-8.237655595661301511e-02,-2.600699869846984646e-01,-2.546965306733029455e-01,0.000000000000000000e+00,-6.797276356436817712e-01
5.714999999999995639e-01,8.523594352281760322e-02,-8.352269034464288033e-02,-2.606526764362679383e-01,-2.560918307946489780e-01,0.000000000000000000e+00,-6.827456839672382261e-01
5.759999999999995124e-01,8.406300647885439625e-02,-8.467510358321879427e-02,-2.611983100269919533e-01,-2.574850489672988463e-01,0.000000000000000000e+00,-6.857950761611220081e-01
5.804999999999994609e-01,8.288761408373293560e-02,-8.583378630357163530e-02,-2.617066867553538567e-01,-2.588763443822641452e-01,0.000000000000000000e+00,-6.888760199762707925e-01
5.849999999999994094e-01,8.170993399333384422e-02,-8.699872985329182296e-02,-2.621776096483048879e-01,-2.602658762201964238e-01,0.000000000000000000e+00,-6.919887274468334848e-01
5.894999999999993578e-01,8.053013474991646548e-02,-8.816992629628270239e-02,-2.626108857670267915e-01,-2.616538036716357096e-01,0.000000000000000000e+00,-6.951334149442529586e-01
5.939999999999993063e-01,7.934838576396484322e-02,-8.934736841280506436e-02,-2.630063262121252188e-01,-2.630402859574101360e-01,0.000000000000000000e+00,-6.983103032345273631e-01
5.984999999999992548e-01,7.816485729601027610e-02,-9.053104969961341120e-02,-2.633637461282409276e-01,-2.644254823492037110e-01,0.000000000000000000e+00,-7.015196175386121391e-01
6.029999999999992033e-01,7.697972043843319401e-02,-9.172096437018482928e-02,-2.636829647080664585e-01,-2.658095521903085512e-01,0.000000000000000000e+00,-7.047615875959055698e-01
6.074999999999991518e-01,7.579314709724689625e-02,-9.291710735504121743e-02,-2.639638051957557408e-01,-2.671926549165785647e-01,0.000000000000000000e+00,-7.080364477307692361e-01
6.119999999999991003e-01,7.460530997386599639e-02,-9.411947430216581478e-02,-2.642060948897151373e-01,-2.685749500775995724e-01,0.000000000000000000e+00,-7.113444369220441876e-01
6.164999999999990488e-01,7.341638254686227993e-02,-9.532806157751501364e-02,-2.644096651447636614e-01,-2.699565973580922429e-01,0.000000000000000000e+00,-7.146857988754952151e-01
6.209999999999989972e-01,7.222653905371084759e-02,-9.654286626562642859e-02,-2.645743513736519836e-01,-2.713377565995619412e-01,0.000000000000000000e+00,-7.180607820991549151e-01
6.254999999999989457e-01,7.103595447252941675e-02,-9.776388617032445716e-02,-2.646999930479287944e-01,-2.727185878222102011e-01,0.000000000000000000e+00,-7.214696399814973793e-01
6.299999999999988942e-01,6.984480450381373717e-02,-9.899111981552440043e-02,-2.647864336981442523e-01,-2.740992512471221443e-01,0.000000000000000000e+00,-7.249126308724088696e-01
6.344999999999988427e-01,6.865326555217209081e-02,-1.002245664461364483e-01,-2.648335209133803048e-01,-2.754799073187432223e-01,0.000000000000000000e+00,-7.283900181668933049e-01
6.389999999999987912e-01,6.746151470806187322e-02,-1.014642260290707920e-01,-2.648411063400983312e-01,-2.768607167276583292e-01,0.000000000000000000e+00,-7.319020703914687065e-01
6.434999999999987397e-01,6.626972972953143470e-02,-1.027100992543452523e-01,-2.648090456802941195e-01,-2.782418404336861051e-01,0.000000000000000000e+00,-7.354490612932064186e-01
6.479999999999986882e-01,6.507808902397010931e-02,-1.039621875362968378e-01,-2.647371986889520135e-01,-2.796234396893009233e-01,0.000000000000000000e+00,-7.390312699313544842e-01
6.524999999999986366e-01,6.388677162986983182e-02,-1.052204930148986917e-01,-2.646254291707885731e-01,-2.810056760633941608e-01,0.000000000000000000e+00,-7.426489807715053182e-01
6.569999999999985851e-01,6.269595719860128480e-02,-1.064850185571839664e-01,-2.644736049762782537e-01,-2.823887114653861885e-01,0.000000000000000000e+00,-7.463024837822525015e-01
6.614999999999985336e-01,6.150582597620803116e-02,-1.077557677587782092e-01,-2.642815979969526108e-01,-2.837727081697002385e-01,0.000000000000000000e+00,-7.499920745342876227e-01
6.659999999999984821e-01,6.031655878522174108e-02,-1.090327449455418540e-01,-2.640492841599657026e-01,-2.851578288406084738e-01,0.000000000000000000e+00,-7.537180543018884293e-01
6.704999999999984306e-01,5.912833700650189234e-02,-1.103159551753245954e-01,-2.637765434219184191e-01,-2.865442365574609740e-01,0.000000000000000000e+00,-7.574807301667485504e-01
6.749999999999983791e-01,5.794134256110326092e-02,-1.116054042398331725e-01,-2.634632597619346317e-01,-2.879320948403065739e-01,0.000000000000000000e+00,-7.612804151240990524e-01
6.794999999999983276e-01,5.675575789217455341e-02,-1.129010986666145466e-01,-2.631093211739832793e-01,-2.893215676759154364e-01,0.000000000000000000e+00,-7.651174281910732011e-01
6.839999999999982760e-01,5.557176594689162974e-02,-1.142030457211561656e-01,-2.627146196584395077e-01,-2.907128195442124086e-01,0.000000000000000000e+00,-7.689920945172674660e-01
6.884999999999982245e-01,5.438955015842865393e-02,-1.155112534091051191e-01,-2.622790512128797547e-01,-2.921060154451292079e-01,0.000000000000000000e+00,-7.729047454974484754e-01
6.929999999999981730e-01,5.320929442797069781e-02,-1.168257304786081974e-01,-2.618025158221048976e-01,-2.935013209258837685e-01,0.000000000000000000e+00,-7.768557188863555174e-01
6.974999999999981215e-01,5.203118310677122549e-02,-1.181464864227746714e-01,-2.612849174473869107e-01,-2.948989021086949602e-01,0.000000000000000000e+00,-7.808453589155560648e-01
7.019999999999980700e-01,5.085540097825798356e-02,-1.194735314822637923e-01,-2.607261640149337589e-01,-2.962989257189389547e-01,0.000000000000000000e+00,-7.848740164123042540e-01
7.064999999999980185e-01,4.968213324019078031e-02,-1.208068766479990230e-01,-2.601261674035689198e-01,-2.977015591137554540e-01,0.000000000000000000e+00,-7.889420489203552433e-01
